Object ID,Name,Geolocatiion_latitude,Geolocatiion_longitude,Ownership,Address #,Street,City,State,Zipcode,Year Built,Category,Type,Status,Gender?,Ethnicity?,Controversy? Yes/No?,Vandalized? Yes/No? Provide Info + Links,Comments,Source
247,The Public Garden and Fountains by Women Sculptors,-71.071134,42.354628,,,"Beacon St, Charlest St, Arlington sT",Boston,MA,2116,1837,,,Original Location,,,,,"""The Public Garden opened in 1837 as a private space, but grew into a public park with its lagoon, swan boats, seasonal plantings, fountains, and sculpture. Make Way for Ducklings, modeled on the ducklings in Robert McCloskey’s book of the same name, is by local sculptor, Nancy Schön. Women also designed the sculptures for four fountains in the Public Garden. Beginning with the ducklings, follow the path to the left to Triton Babies by Anna Coleman Ladd (1878-1939), given by Elizabeth Sturgis Grew Beal. Continue to Bagheera by Lillian Swann Saarinen. Named for the panther in Rudyard Kipling’s Jungle Book, it was given to the garden by friends of the sculptor. Cross the bridge over the lagoon to the Arlington Street entrance. On your right is Small Child by Mary Moore (1881-1967), the gift of Margaret Tenney Tozzer. On your left is Boy and Bird by Bashka Paeff (1893-1979), a Russian immigrant who studied at the Museum School and gave the sculpture to the Public Garden. Note: Thomas Ball’s sculpture of Charles Sumner. Although Anne Whitney’s model won the blind competition, the Boston Arts committee rejected it when they learned that the sculptor was a woman, choosing Ball’s instead. Whitney later installed her version in Harvard Square in 1902.""",https://bwht.org/back-bay-east/#5
95,Boston Common,-71.063868,42.355559,City of Boston,,Beacon Street,Boston,MA,2111,1634,Object,,Original Location,,,,,"Established in 1634, Boston Common is America’s oldest public park. Puritan colonists purchased the land rights to the Common’s 44 acres from the first European settler of the area, Anglican minister William Blackstone.",http://bit.ly/1kGDfKd
57,Filene’s Complex,-71.059861,42.355612,,426,Washington Street,Boston,MA,2110,5/9/06,Building,,,,,,,closed,
98,Allston Depot,-71.132398,42.356204,Eugene J. Arcand,15,Franklin Street,Allston,MA,2134,1887,Building,,Original Location,,,,,"Built in 1887 by the Boston and Albany Railroad, this train depot passed out of service by the early 1950s. Yeoman-O'Connell acquired this abandoned property in 1956, operating their fence supply establishment from this location until the late 1960s. The Arcand Automotive Repair Company purchased this former depot in 1969, initially intending to relocate their Allston business to this site. Instead, owner Eugene J. Arcand converted the building to restaurant use, opening the ""Allston Depot Steak House"" in 1972. This restaurant use survives today under the same ownership, although now targeted to a sports-minded clientele under the name ""Sports Depot.""",http://bit.ly/PLqLHJ
41,International Trust Company Building,-71.057871,42.356354,,45,Milk Street,Boston,MA,,4/25/78,Building,,,,,,,,http://bit.ly/1jYQY0u
51,McCormack Federal Building,-71.056784,42.357122,,5,Post Office Square,Boston,MA,,3/20/98,Building,,,,,,,,
52,115-119 Broad Street,-71.052311,42.357202,,15-119,Broad Street,Boston,MA,2110,,Building,,Original Location,,,,,Under study for landmark,"http://www.mattrocheleau.com/clips/bostonglobe/pdfs/02706%20-%20All%20of%20Boston%E2%80%99s%20historic%20landmarks,%20and%20the%20ones%20that%20failed%20to%20make%20the%20cut%20(1%20of%201)%20-%20The%20Boston%20Globe%20-%203-17-17.pdf"
62,Batterymarch Building,-71.053225,42.357335,,54,Batterymarch St.,Boston,MA,2109,1928,Building,,Original Location,,,,,"165 feet — The height of the Batterymarch Building, Boston’s first Art Deco skyscraper, completed in 1928. Only the Custom House Tower was taller.To create the illusion of even greater height, the Batterymarch Building is clad in 30 shades of brick that transition from dark at the bottom to light at the top.The Batterymarch Building, for the Revolutionary War soldiers who marched by the site on the way to their garrison",https://www.boston.gov/sites/default/files/imce-uploads/2016-11/batterymarch_building_study_report_143.pdf
214,54th Regiment & Robert Gould Shaw Memorial,-71.063586,42.357457,,,Beacon & Park St,Boston,MA,2108,1897,Statue,,Original Location,,,,,"Robert G. Shaw was the only son of Francis George and Sarah Blake (née Sturgis) Shaw. Robert Gould Shaw was an American officer in the Union Army during the American Civil War. Born into a prominent Boston abolitionist family, he accepted command of the first all-black regiment in the Northeast. SHaw himself was white. The Shaws were a wealthy and well connected New York and Boston family. They were also radical abolitionists and Unitarians. The Robert Gould Shaw and Massachusetts 54th Regiment Memorial, located across Beacon Street from the State House, serves as a reminder of the heavy cost paid by individuals and families during the Civil War. In particular, it serves as a memorial to the group of men who were among the first African Americans to fight in that war. Although African Americans served in both the Revolutionary War and the War of 1812, northern racist sentiments kept African Americans from taking up arms for the United States in the early years of the Civil War. However, a clause in Abraham Lincoln’s 1863 Emancipation Proclamation made possible the organization of African American volunteer regiments. The first documented African American regiment formed in the north was the Massachusetts 54th Volunteer Infantry, instituted under Governor John Andrew in 1863. African American men came to enlist from every region of the north, and from as far away as the Caribbean. Robert Gould Shaw was the man Andrew chose to lead this regiment.",https://africanamericantrailproject.tufts.edu/19th-century-sites
217,Charles Street Meeting House,-71.070539,42.357945,,70,Charles St,Boston,MA,2114,,Building,,Relocated,,,,,"""Originally located on Beacon Hill, the Charles Street AME Church began in 1818, when a small group of free men and women created the First African Methodist Episcopal Society. After the Civil War, the Church moved to Charles Street at the base of Beacon Hill, where it continued its important role in African-American history. During the 1890s, for instance, local black feminist and equal rights activist, Josephine St. Pierre Ruffin (1842 - 1924) founded the National Federation of Afro-American Women in the Charles Street Church. In 1939, the church moved to Roxbury, where it remains today a vibrant institution within Boston’s African American community.""",https://africanamericantrailproject.tufts.edu/19th-century-sites
28,Mary Dyer,-71.0627,42.358163,,151,Bowdoin St,Boston,MA,2108,1959,statue,,Original Location,,,,,,https://boston.curbed.com/maps/boston-statues-of-women
232,Mel King Institute for Community Building,-71.058737,42.358248,,15,Court Sq,Boston,MA,2201,,Building,,Original Location,,,,,"""Established in 2009 to foster collaboration among community development professionals, the Mel King Institute reflects the decades’ long community advocacy of its namesake, Melvin H. King (b. 1928). The son of a Guyanese father and Bajan mother, King was born in Boston’s South End, graduated from Claflin College, and received his master’s degree in education from Boston State College. In addition to his work with at-risk youth at Lincoln House in the 1950s and his mobilization of Tent City in 1968, King was a representative in the Massachusetts State Legislature from 1973-1982 and ran for Mayor of Boston in 1983. Currently, the Mel King Institute works with King’s South End Technology Center, which King founded to improve community access to technology.""",https://africanamericantrailproject.tufts.edu/20th-century-sites
226,Saint Augustine African Orthodox Church and Bishop George A. McGuire,-71.107646,42.358441,,137,Allston St,Cambridge,MA,2139,1921,Building,,,,,,,"""Antigua native George A. McGuire (1866 - 1934) founded the African Orthodox Church (AOC) in 1921, upon appointment as Bishop by the Universal Negro Improvement Association (UNIA). Located at this site in Cambridge, St. Augustine’s Church held AOC services that supported the pan-Africanist philosophy of Marcus Garvey. McGuire had moved to the area in the early 1900s to study medicine at the Boston College of Physicians and Surgeons. Although McGuire was ordained in the Episcopal Church, soon after his arrival in the U.S., he became disenchanted with the racism of the predominantly white denomination and founded the predominantly West Indian St. Bartholomew’s Church in Cambridge, MA. Although the relationship between McGuire and Garvey ultimately ended in the 1920s, McGuire continued to lead local African descended people, both West Indian and native born, as the AOC expanded to thirty churches, fifty clergy, and 30,000 members across the Americas and Africa.""",https://africanamericantrailproject.tufts.edu/20th-century-sites
246,Massachusetts State House and Election of Governor Deval Patrick,-71.063878,42.358722,,24,Beacon St,Boston,MA,2133,,Building,,Original Location,,,,,"""In 2006, Deval Patrick (b. 1956) was elected Governor of Massachusetts. As the first African American elected to the governorship of the Commonwealth, and one of the only popularly elected black governors since Reconstruction, Patrick was born in Chicago, attended Massachusetts’ Milton Academy, Harvard College, and Harvard Law School, and served as U.S. Assistant Attorney General for the Civil Rights Division under President Bill Clinton (1994 - 1997). As Governor, Patrick oversaw the implementation of Massachusetts’ healthcare reform legislation when the State became the first in the country to mandate universal healthcare for its citizens. This law became the basis for the Federal Affordable Care Act signed by President Barack Obama in 2010.""",https://africanamericantrailproject.tufts.edu/21st-century-sites
37,George Middleton / Louis Glapion House,-71.065214,42.358952,,5,Pinckney St,Boston,MA,2114,,Building,,,,,,,,
83,Ames Building,-71.05802,42.359297,Morgans Hotel Group.,1,Court Square,Boston,MA,2108,1890,Building,,Original Location,,,,,"Built in 1890, the Ames Building was designed by Shepley, Rutan and Coolidge and stood as Boston’s tallest building at the time. Upon its completion, the building became a prominent office location in Boston's growing financial district and its height offered Bostonians a unique vantage point of the city, the roof being a popular tourist attraction. Creating a building style unique to its time, the structure blended Romanesque and Byzantine architectural styles and incorporated a masonry façade of blue slate and red sandstone details along with decorative carvings. In 1974 the Ames Building was added to the National Register of Historic Places. In 1993 it was designated a Boston Landmark, a measure the Alliance vocally supported. After purchasing the building in 2007, Normandy Real Estate Partners and Ames Hotel Partners transformed the empty building into one of Boston's newest boutique hotels, currently operated by Morgans Hotel Group. Respecting the historic character of the building, the project included skillful restoration of the exterior masonry façade, window surrounds and moldings, and careful restoration of the lobby's vaulted mosaic-tiled ceiling",http://bit.ly/1kDw5pX
84,Board of Trade Building,-71.054462,42.359392,,22-Feb,Broad Street,Boston,MA,2109,1901,Building,,,,,,,,
1,African Meeting House,-71.067634,42.359956,Museum of Afro American History,8,Smith Court,Boston,MA,2114,1806,Building,National,Original Location,,,,,,https://npgallery.nps.gov/AssetDetail/NRIS/71000087
215,Abiel Smith School,-71.065122,42.360012,,46,Joy St,Boston,MA,2114,1833,Building,,Original Location,Male,White,,,"In 1815 white businessman Abiel Smith died and bequeathed $4,000 for the education of African American children in Boston. The Abiel Smith School, located at 46 Joy Street, was constructed between 1834 and 1835. It was built by the City of Boston to house the African School and was one of the earliest buildings designed by architect Richard Upjohn. Starting in 1787, many black Bostonians fought tirelessly against the inequality and discrimination in public schools. At that early date, numerous community members, including Prince Hall, petitioned the state legislature claiming that it was unjust for their taxes to support the education of white children when the city had no school for black children. However, a small number of African American children did attend the city’s white schools in the early 1800s. In 1798, sixty members of the black community organized the African School in order to educate their children. This school first met in the home of Primus Hall. It moved into the first floor room of the African Meeting House in 1808. At this date, the African American children who were enrolled in Boston public schools moved their enrollment to the African School. In 1812, the Boston School Committee finally became worn down by decades of petitions and requests; they officially recognized the African School and started providing partial funding ($200 yearly), but the condition of this school remained poor and space was inadequate.",https://africanamericantrailproject.tufts.edu/19th-century-sites
216,"African Meeting House / The Museum of African American History, Boston and Nantucket",-71.065122,42.360012,,46,Joy St,Boston,MA,2114,1860,Building,,Original Location,,,,,,https://africanamericantrailproject.tufts.edu/19th-century-sites
208,Long Wharf Dock & Custom House Block,-71.048794,42.360185,,,Long Wharf Dock & Custom House Block,Boston,MA,2110,1715,,,Original Location,,,,,,https://africanamericantrailproject.tufts.edu/18th-century-sites
223,Twelfth Baptist Church,-71.068131,42.36042,,43-47,Phillips St,Boston,MA,2114,1840,Building,,Original Location,,,,,"""Twelfth Baptist Church was founded in 1840 by a group of African-American Baptists who split from the African Meeting House congregation on Joy Street (then Belknap Street). In the decades before the Civil War, the congregation was known as the “Fugitive Slaves’ Church” for its support of enslaved men and women. Some of the more famous fugitives who used the Twelfth Baptist on their escape to freedom were William and Ellen Craft, Shadrach Minkins, and Thomas Sims.""",https://africanamericantrailproject.tufts.edu/19th-century-sites
244,Boston City Hall and Election of Council Member Ayanna Pressley,-71.057463,42.360439,,1,City Hall Sq,Boston,MA,2203,,Building,,Original Location,,,,,"""In 2009, Ayanna Pressley (b. 1974) was elected the first woman of color to serve on the Boston City Council. A native of Chicago, Pressley attended Boston University. Her career in Massachusetts politics includes her work as senior aide for U.S. Representative Joseph P. Kennedy II and U.S. Senator John Kerry. In 2018, Pressley was elected to the U.S. House of Representatives, serving Massachusetts’ 7th Congressional District.""",https://africanamericantrailproject.tufts.edu/21st-century-sites
218,David Walker & Maria Stewart House,-71.064941,42.360795,,81,Joy St,Boston,MA,2114,,Building,,,,,,,"""David Walker (c. 1796 - 1830) was one of the most radical black abolitionists of his time, publishing his “Appeal” (1829) as a rallying cry for enslaved resistance, free black community organization, and an immediate end to slavery. Born free in Wilmington, North Carolina, Walker moved to Boston around 1825, opened a used clothing shop, and resided in the heart of black abolitionist Boston at this site, then known as 4 Belknap Street. Although Walker lived here only briefly (1827 - 1829), he supported black-led abolition in Boston until his death in 1830, including the Massachusetts General Colored Association (predecessor to William Lloyd Garrison’s New England Anti-Slavery Society), and the early black feminism of fellow abolitionist, Maria Stewart (1803 - 1879). Stewart - the first woman in the United States to deliver a public speech on a political subject - resided here after Walker’s death, during the early 1830s.""",https://africanamericantrailproject.tufts.edu/19th-century-sites
29,Anne Hutchinson,-71.065277,42.360863,,99,Joy st,Boston,MA,2108,1922,Statue,,Original Location,,,,,,https://boston.curbed.com/maps/boston-statues-of-women
30,10 Post Office Square,-71.056762,42.36143,,10,10 Post Office Square,Boston,MA,2109,1923,Building,,Original Location,,,,,".10 PO is located at the corner of Milk Street and Pearl Street in Boston’s Financial District, with frontage along the popular Park at Post Office Square and convenient access to mass transit and area amenities. Constructed across two interconnected towers, 10 PO has been substantially renovated, yet is an recognizable office asset with a distinct sense of history and prominent street-level visibility.",https://www.lasalle.com/company/news/lasalle-acquires-10-post-office-square-in-downtown-boston
31,Blackstone Block,-71.05681,42.362084,Historic Boston Incorporated,,"Marshall Street, Creek Square, Marsh Lane, Salt Lane, Scott Alley, and Public Alley 102",Boston,MA,2108,1800s,Object,,Original Location,,,,,"The network of narrow alleys and open spaces that run through Blackstone are a rare surviving remnant of 17th century street patterns, and offer a glimpse of the scale and size of colonial Boston. For contemporary Bostonians, these small streets offer tremendous potential to connect the destination sites that surround the block, and to become attractive, and usable pedestrian spaces in their own right. With some careful thought, cleanup, lighting, and paving improvements this significant historic resource could be reclaimed as an important public amenity in Boston's historic downtown.",http://bit.ly/R0CkvA
35,Zipporah Potter Atkins Site,-71.05609,42.3624,,,Hanover St & Rose Kennedy Greenway,Boston,MA,2109,,Plaque/Historic Marker,,,,,,,,https://africanamericantrailproject.tufts.edu/18th-century-sites
222,St. Paul AME Church,-71.099547,42.364413,,37,Bishop Richard Allen Dr,Cambridge,MA,2139,1873,Building,,Original Location,,,,,"""During the 1870s, African Americans from the South, and West Indians from across the Caribbean, migrated to Cambridge, where they settled in the area around Central Square. In 1870, many of these migrants joined native African-American residents to create their own church. In 1873, they formally opened St. Paul’s, originally located at the corner of Portland and Hasting Streets. Today, the Church remains one of the largest and most significant African American congregations in the region.""",https://africanamericantrailproject.tufts.edu/19th-century-sites
236,Boston Garden (TD Garden),-71.062075,42.366128,,100,Legends Way,Boston,MA,2114,1928,Building,,Original Location,,,,,"""Opened in 1928 as the city’s premiere sports arena, the Boston Garden (located in the present-day TD Bank North Garden) was home to two of the city’s athletic dynasties - the National Hockey League’s Boston Bruins, and the National Basketball Association’s Celtics. The Garden’s place in Boston’s African American history is significant. In 1950, Charles Henry “Chuck” Cooper (1926 - 1984) became one of the first African-American players for the NBA when he joined the Boston Celtics at the Garden. In 1966, Bill Russell (b. 1934) became the first African-American head coach in the NBA when as a player-coach, he replaced Red Auerbach as leader of the team.""",https://africanamericantrailproject.tufts.edu/20th-century-sites
33,Copp's Hill Burying Ground,-71.055908,42.367185,,,Hull St,Boston,MA,2113,1659,,Community,Original Location,,,,,,African-American Trail
224,W.E.B. Du Bois House,-71.114274,42.367639,,20,Flagg St,Cambridge,MA,2138,,Building,,Original Location,,,,,"""William Edward Burghardt Du Bois (1868 - 1963) was one of the most significant intellectuals of the twentieth century. Following his earlier degrees at Fisk and Harvard Universities, in 1895, Du Bois became the first African American to be awarded a Doctorate in History from Harvard. Born in Great Barrington to a family with deep roots in New England and in Haiti, Du Bois formed lifelong intellectual and personal ties to greater Boston’s African descended community, including the first black Assistant Attorney General, William Henry Lewis, and Guardian editor William Monroe Trotter. He resided at this Flagg Street address while attending Harvard.""",https://africanamericantrailproject.tufts.edu/19th-century-sites
219,Maria Baldwin House,-71.100176,42.370129,,196,Prospect St,Cambridge,MA,2139,,Building,,,,,,,"""Maria Baldwin (1856 -1922) was born to Haitian immigrants in Cambridge, and became the first black woman in America appointed principal of a predominantly white public school when she headed the Agassiz School in 1889. During the 1890s, black Harvard students, including W.E.B. Du Bois, spent time in Baldwin’s personal library, which included works by writers of African descent from around the world. Baldwin helped her friend, the feminist Josephine St. Pierre Ruffin (1842 - 1924) found the National Federation of Afro-American Women in 1895, and co-founded Boston’s League of Women for Community Service in 1919. The Agassiz School was renamed the Maria Baldwin School in 2004.""",https://africanamericantrailproject.tufts.edu/19th-century-sites
42,Austin Block,-71.063263,42.374032,"Estate of William E. Ginsburg; Sumner R. Andrews and Frederic E. Abbe, trustees",90-92,Main Street,Charlestown,MA,2129,1827,Building,,Original Location,,,,,"The Austin Block has two significant historic associations. It is one of the oldest commercial buildings extant in downtown Charlestown, and it housed the first office of Charlestown's first regular newspaper, the Bunker Hill Aurora. Furthermore, it was built and occupied by one of Charlestown's early and prominant families. The Austin Block building was erected by 1827 when the Bunker Hill Aurora began printing its earliest editions from their upper floor quarters. Early occupants of the building, according to the first Charlestown directory, published in 1831, (and giving the original address of 85 Main Street), were George Johnson's West Indian goods store on the first floor, and upstairs, the Bunker Hill Aurora office, plus offices for several members of the Austin family. General Nathaniel Austin, Sheriff of Middlesex County, had his office and living quarters here at that time.",http://bit.ly/PYzOF9
50,39 Princeton Street (Architectural Conserv. Dist),-71.037477,42.37678,,39,Princeton Street,East Boston,MA,,3/26/91,Building,,,,,,,,http://bit.ly/1lGiOhU
44,Trinity Neighborhood House,-71.039684,"42.380246,",,406,Meridian Street,East Boston,MA,,6/23/81,Building,,,,,,,,http://bit.ly/1ipNCzj
56,Donald McKay House,-71.036443,42.380697,,80,White Street,East Boston,MA,2128,5/10/77,Building,,,,,,,,http://bit.ly/1g1sEq2
27,Donald McKay House Exterior & grounds (parcel 61090),-71.036468,42.380809,Ralph P. and Pauline Ventuccia.,80,White Street,East Boston,MA,2128,1844,Building,,Original Location,,,,,,https://www.boston.gov/sites/default/files/donald-mckay-house-study-report.pdf
245,Porter Square Student Protests,-71.11934,42.388651,,,Massachusetts and Somerville Aves,Cambridge,MA,2140,,,,Original Location,,,,,"""In November 2015, students from Tufts and Harvard staged a major public protest in solidarity with the national Movement for Black Lives. After concluding separate rallies at their respective campuses — the Science Center Plaza at Harvard, and a campus-wide walk out at Tufts — students joined together to demonstrate against racism on and off campus, and to demand greater student and faculty representation, among other concerns.""",https://africanamericantrailproject.tufts.edu/21st-century-sites
210,Prince Hall Mystic Cemetery,-71.13554,42.410224,,52,Gardner St,Arlington,MA,2474,,,,Original Location,,,,,,https://africanamericantrailproject.tufts.edu/18th-century-sites
212,Royall House and Slave Quarters,-71.111123,42.412175,,15,George St,Medford,MA,2155,,Building,,,,,,,"Isaac Royall Jr. (1719 - 1781), was one of the wealthiest slaveholders in colonial Massachusetts and an original financial supporter of Harvard Law School (est. 1817). As an Antigua slaveholder, Royall earned his fortune through the labor and sale of African men, women and children. One of these enslaved women, Belinda Royall Sutton, filed one of many freedom suits submitted by Africans across Massachusetts after the Revolutionary War. The slave quarters, adjacent to the Royall House, are one of the oldest extant slave dwellings still standing in the North",https://africanamericantrailproject.tufts.edu/18th-century-sites
220,West Medford Community Center,-71.138162,42.416857,,111,Arlington St,Medford,MA,2155,1933,Building,,Original Location,,,,,"""Prior to the Civil War, free black families with roots in the eighteenth century lived in West Medford along the Mystic River. In the decades after the Civil War, black migrants from the American South and the Caribbean moved to the West Medford neighborhood, where they purchased homes and built community institutions. This expanding community was defined by the river to the south, Boston Avenue to the northeast, and High Street to the northwest. In 1933, black residents built the West Medford Community Center. One of these residents, Walter Isaac, carried pieces of a World War One army barrack to city property on Arlington Street. Over several generations, the Community Center has served many of the social, cultural, and educational needs of the community.""",https://africanamericantrailproject.tufts.edu/19th-century-sites
209,Pomp’s Wall / Brooks Estate,-71.136765,42.434659,,,,Medford,MA,2155,1765,,,Original Location,,,,,,https://africanamericantrailproject.tufts.edu/18th-century-sites
211,Buckman Tavern / Prince Estabrook,-71.229696,42.449262,,1,Bedford St,Lexington,MA,2420,,Building,,Original Location,,,,,"During the American Revolution, people of African and Native descent fought on both sides of the conflict. Although Colonel George Washington initially prevented African descended people from serving in the Continental Army, many black men across New England joined local military companies that rallied in support of the Revolution. Some of these men were no doubt familiar with Buckman Tavern (est. 1709 - 1710), the first public house in Lexington, and a favorite gathering place for militia men during their training on the nearby Lexington Green. In 1773, an enslaved man, Prince Estabrook (c. 1741 - 1830) enlisted in the Lexington militia. Estabrook fought alongside his fellow colonists at the famous Battle of Lexington and Concord on April 19, 1775. Estabrook's story is memorialized on a plaque outside the tavern.",https://africanamericantrailproject.tufts.edu/18th-century-sites
221,Robbins House,-71.348172,42.470207,,320,Monument St,Concord,MA,1742,,Building,,Original Location,,,,,"""The Robbins House is one of the oldest extant structures in which free African Americans lived in Concord, Massachusetts in the early days of the American Republic. Caesar Robbins (b. 1745), the family patriarch, was enslaved in Chelmsford and served in both the French and Indian, and the Revolutionary War. Two of his six children, Susan and Peter, were the first residents of the house. His granddaughter, Ellen Garrison Jackson, was born in the house in 1823, supported abolitionist and women’s rights in Boston, and worked as a teacher in Freedmen’s Schools in the U.S. South during the early days of Reconstruction.""",https://africanamericantrailproject.tufts.edu/19th-century-sites
3,Memorial for Confederate Soldiers,-70.928611,42.319972,"Department of Conservation and Recreation, United Daughters of the Confederacy",,Georges Island,Boston,MA,,1963,Plaque/Historic Marker,Local,Removed,,,,,,https://www.wbur.org/artery/2017/10/03/bostons-confederate-memorial-will-move
4,Boston old City Hall,-71.058028,42.360583,City of Boston,1,City Hall Plaza,Boston,MA,2201,1962,Building,,Original Location,,,"yes, for design",,"City Hall is just one — though perhaps the most notable — example in a wave of major brutalist buildings constructed in Boston in the 1960s. The city had been suffering from a period of decline during the early- to mid-20th century. However, the Boston Redevelopment Authority, flush with public investment, was hoping to reinvigorate the city’s urban center. Boston City Hall, as well as City Hall Plaza and the rest of Government Center, replaced the run-down neighborhood of Scollay Square.The city went on an international contest to select the design for Boston’s “New City Hall.” After receiving a total of 256 entries, a panel of judges picked the winning design, a collaboration between Gerhard Kallmann, Noel McKinnell and Edward Knowles, in May 1962. Brutalism as a style began to fall out of favor in the 1970s. Experts attribute a variety of potential reasons. Abramson notes that concrete as a material can appear “off-putting,” “overbearing,” and “indecipherable.”",https://www.boston.com/news/history/2018/07/25/boston-city-hall-brutalism
4,Necco Wafer Scultpture,-71.101056,42.362028,"Univerity Park - MIT, Artist Ross Miller",106,Franklin,Cambridge,MA,2139,1998,Object,Community,Original Location,,,,,,https://www.atlasobscura.com/places/necco-wafer-sculpture
10,Nathan Appleton Residence,-71.066389,42.356944,,,,,,,,,,,,,,,,
2,Bunker Hill Monument,-71.060833,42.376389,Commonwealth of Massachusetts,Breed's Hill,Monument Square,Boston,MA,,1825,Statue,Local,Original Location,,,,,,https://npgallery.nps.gov/AssetDetail/NRIS/66000138
1,Calf Pasture Pumping Station,-71.037469,42.315994,,,,Dorchester,MA,,,,,,,,,,,
2,Harvard Medical School,-71.104087,42.335568,,689,Huntington Avenue,Fenway,MA,,,Building,,,,,,,,
3,William Lloyd Garrison House,-71.093571,42.325871,,125,Highland Street,Roxbury,MA,,,Building,,,,,,,,
4,James Collins Mansion,-71.026844,42.336062,,928,928 East Broadway,South Boston,MA,,7/9/14,Building,,,,,,,,http://bit.ly/1qkuoj0
5,Jeweler's Building,-71.059677,42.356338,,371-379,Washington Street,Boston,MA,,,Building,,,,,,,,
6,1203-5 Adams Street,-71.067263,42.272427,,1203-1205,Adams Street,Dorchester,MA,,,Building,,,,,,,,
7,123-125 Broad Street,-71.052144,42.35691,,,Broad Street,Boston,MA,,,Building,,,,,,,,
8,127-133 Broad Street,-71.05199,42.356944,,,Broad Street,Boston,MA,,,Building,,,,,,,,
9,144-146 Maverick Street,-71.038183,42.369955,,144-146,Maverick Street,East Boston,MA,,,Building,,,,,,,,
10,Isabella Stewart Gardner Museum,-71.099103,42.338731,,280,280 The Fenway,Fenway,MA,,4/23/13,Building,,,,,,,,http://bit.ly/1hUHYsG
11,Tremont Temple,-71.060744,42.357573,,88,Tremont Street,Boston,MA,,,Building,,,,,,,,
12,Old Corner Bookstore,-71.058348,42.357498,,283,Washington Street,Boston,MA,,,Building,,,,,,,,
13,Old South Building,-71.063852,42.348651,,280-300,Washington Street,Boston,MA,,,Building,,,,,,,,
14,Faneuil Gatekeeper's House,-71.164845,42.352257,,351,Faneuil Street,Brighton,MA,,,Building,,,,,,,,
15,40 Orchardhill Road,-71.111479,42.299759,,40,Orchardhill Road,Jamaica Plain,MA,,,Building,,,,,,,,
16,Brook Farm,-71.175314,42.290719,,670,Baker Street,West Roxbury,MA,,10/25/77,Building,,,,,,,,
17,Dorchester North Burying Ground,-71.064339,42.316858,,,Columbia Road and Stoughton Street,Dorchester,MA,,11/1/81,Building,,,,,,,,
18,Dorchester Pottery Works,-71.060577,42.323243,,101-105,101-105 Victory Rd.,Dorchester,MA,,,Building,,,,,,,,http://bit.ly/1jVLrrv
19,First Baptist Church,-71.076168,42.351851,,110,Commonwealth Avenue,Back Bay,MA,,,Building,,,,,,,,
20,Eben Jordan House,-71.06744,42.356849,,46,Beacon Street,Beacon Hill,MA,,,Building,,,,,,,,
21,First Church Roxbury - Putnam Chapel,-71.089986,42.329649,,,John Eliot Square,Roxbury,MA,,,Building,,,,,,,,
22,Ebenezer Hancock House,-71.056773,42.361572,,,Marshall Street,Boston,MA,,7/5/78,Building,,,,,,,,
23,Fisher Junior College,-71.074125,42.355251,,118,Beacon Street,Back Bay,MA,,,Building,,,,,,,,
24,Elisha Loring House,-71.052495,42.300045,,21,Mill Street,Dorchester,MA,,,Building,,,,,,,,
25,Winthrop-Carter Building,-71.058088,42.357626,,1,1 Water Street,Boston,MA,,1/12/16,Building,,,,,,,,
26,Worthington Building,-71.056819,42.358646,,31-33,State Street,Boston,MA,,,Building,,,,,,,,
27,Charles F Allen House,-71.131925,42.251532,,18,Roxana Street,Hyde Park,MA,,,Building,,,,,,,,
28,Charles River Esplanade,-71.078885,42.355561,,,,Beacon Hill/Back Bay,MA,,6/23/09,Building,,,,,,,,
29,Charles River Speedway Administration Building,-71.145258,42.361789,,144,1440 Soldiers Field Road,,MA,,,Building,,,,,,,,http://bit.ly/1e5MJ2X
30,Our Lady of Presentation Church and Rectory,-71.171406,42.351802,,676-680,Washington Street,Brighton,MA,,,Building,,,,,,,,
31,Our Lady of Presentation School,-71.1692,42.350634,,640,Washington Street,Brighton,MA,,,Building,,,,,,,,
32,Putnam Nail Factory [parcel 1602617005],-71.040906,42.291813,,12,Ericsson Street,Dorchester,MA,,,Building,,,,,,,,
33,Lincoln Building,-71.057809,42.352221,,60-70,Lincoln Street,Boston,MA,,,Building,,,,,,,,
34,Paine Furniture Building,-71.070344,42.35027,,81,Arlington Street,Back Bay,MA,,,Building,,,,,,,,
35,Putnam Nail Factory [parcel 1602617008],-71.041075,42.292116,,12R,Ericsson Street,Dorchester,MA,,,Building,,,,,,,,
36,Quaker Lane,-71.056966,42.358403,,,Quaker Lane,Boston,MA,,,Building,,,,,,,,
37,Quincy Market Building,-71.05474,42.360021,,200-299,Faneuil Hall Marketplace,Boston,MA,,,Building,,,,,,,,
38,Fenway Park,-71.096789,42.347128,,24,Yawkey Way,Fenway,MA,,,Building,,,,,,,,
39,Richard Bond House,-71.091193,42.326374,,88,Lambert Avenue,Roxbury,MA,,,Building,,,,,,,,
40,Ferdinand's Blue Store,-71.083476,42.330323,,2260,Washington Street,Roxbury,MA,,,Building,,,,,,,,
41,Richards Building,-71.054904,42.359308,,112-116,State Street,Boston,MA,,,Building,,,,,,,,
42,Richardson Block,-71.054113,42.355036,,109-15,Pearl Street,Boston,MA,,,Building,,,,,,,,
43,Sears Building,-71.101669,42.3445,,201,201 Brookline Ave,Fenway,MA,,,Building,,,,,,,,
44,Second Brazer Building,-71.057033,42.358573,,25-29,State Street,Boston,MA,,7/9/85,Building,,,,,,,,
